13656201,55316.409875554098
14663195,22791.131886583007
16530664,34494.701183312289
19047458,25622.599078828018
20881907,29490.509050817967
24503268,24368.729396976425
25777785,18241.596729419369
27754964,34184.441174855994
29570312,20620.342828238066
29571471,11906.614267042243
30292881,32971.626503007275
32421665,19227.296589709564
32424396,18075.13996177576
32424654,17656.660399852142
32557975,18075.13996177576
33317545,20965.104010337011
33725586,35478.23295137877
34019874,30122.44338207355
34145354,18823.338068336019
34387510,34122.614845955541
34481048,23727.370973938727
34632150,22839.356394743951
35272742,24863.94145730992
35827765,22044.080950774111
37128998,18882.232352107672
37365037,25077.521636074267
37578542,34232.023056680599
37799393,18617.365616924966
39776611,20766.320941077422
40433924,24760.174780796271
41513564,22439.886443236879
41513572,17873.525952625641
42949966,22974.003362730524
43196767,17945.152777304087
43501947,36181.91300907659
44452701,30194.236873421123
45112179,40795.555522570707
46172879,23896.340350186583
46626563,25222.958998464568
46626575,28784.942723964901
46626593,25238.841883390745
46626645,27016.9272601062
46626663,26349.818521182191
46626721,23531.276447813445
46626722,25719.586257389859
46626847,24551.51580788293
46626913,28299.251720427441
46627070,30473.018576825241
46627073,30683.775644063258
46627091,24848.648706674103
46627115,27749.330948195122
46627265,19379.317493799608
46627272,18186.725287635109
46627273,22695.629675741588
46627277,25958.633919266369
46627279,25563.47753333069
46627318,38592.459432179458
46627471,23299.395406575735
46627498,24398.497211796159
46627512,23813.696146606995
46627520,32398.864019477543
46627611,24883.779450234564
46627684,26876.161038564369
46627739,23299.395406575735
46627801,22419.658655282783
46627837,20878.054557587806
46627864,24886.253324636182
46627901,26561.080673378241
46627933,27689.081876169857
46628002,22082.692694177418
46628003,23123.354411849927
46628024,25503.608109177971
46628054,30875.12565130143
46628070,25474.058204464833
46628297,27166.031411756056
46628382,20949.143857165047
46628383,24508.381533341671
46628561,23766.442800411438
46628697,24380.054075180225
46628738,16301.121563973496
46628744,18943.07864967726
46628779,39581.547142769741
46628782,20459.722719699304
46628823,31926.552785320488
46628919,26451.448530613165
46628921,24274.718582344245
46628923,24672.232907242338
46628925,24274.718582344245
46629075,21420.567881240404
46629077,20894.133231134339
46629112,25593.799029177902
46629121,25072.084194173516
46629270,27678.632079065417
46629335,21164.214922519852
46629360,24940.211263748955
46629366,24380.054075180225
46629413,19360.055538763481
46629415,20276.549931110156
46629530,30951.632447678512
46629706,31241.550396924096
46629761,21620.367115960875
46629762,21778.802176571226
46629824,24512.070754571494
46630103,30951.632447678512
46630277,21627.183637130023
46630279,22608.813942667148
46630280,23937.963325751953
46630771,22557.081741576516
46631045,25890.684709951118
46631096,25826.264386842711
46631098,24826.591723700883
46631390,30627.130683219904
46631401,20353.863542390336
46631482,33658.502181302705
46631513,34122.614845955541
46631577,25458.877012864687
46631705,27636.528916605828
46631780,30476.750587593127
46631832,24944.15460179911
46632029,26079.178659067751
46632190,25388.765299936324
46632218,48413.130523054766
46632243,33038.195935410433
46632302,29966.142488736143
46632737,28603.818117565545
46632763,30685.528245394937
46632776,26002.969756828305
46632802,26388.410917889363
46632823,29633.280253938497
46632831,31252.118048896733
46632917,40240.417440359961
46632924,30840.049841841555
46632970,17328.653872399114
46633030,31907.680257410855
46633209,33528.50390737188
46633226,25216.327530240938
46633295,25859.938385709582
46633371,32142.084633621078
46633401,15747.176736043184
46633485,26563.385918526757
46633528,30758.733103780974
46633700,31645.125991592751
46633808,25646.295124760327
46633851,29231.490131451177
46633859,30340.059063829744
46633933,25094.514888641399
46634008,37085.513332149341
